Place,Month,Users,Gender,Alcohol,Result
DONEGAL,January,Car,male,no,Injured
TIPPERARY,October,Car,female,no,Injured
DONEGAL,January,Car,male,no,Injured
LEITRIM,September,Cyclists,male,no,Injured
MAYO,June,Car,male,yes,Injured
KILDARE,January,Car,male,yes,Injured
LAOIS,October,Car,male,no,Injured
CORK,May,Motorbike,male,yes,Injured
DUBLIN,October,Car,female,yes,Injured
KILDARE,September,Car,male,no,Injured
DUBLIN,September,Car,male,no,Injured
LIMERICK COUNTY,August,Car,male,no,Injured
SLIGO,August,Car,male,yes,Injured
DONEGAL,September,Cyclists,female,yes,Injured
WATERFORD,August,Pedestrians,male,yes,Killed
DUBLIN,May,Cyclists,male,yes,Injured
WEXFORD,February,Car,male,no,Injured
LAOIS,May,Car,male,yes,Injured
MEATH,September,Car,female,no,Injured
KERRY,March,Car,female,no,Injured
KERRY,December,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
CORK,May,Cyclists,female,no,Injured
DUBLIN,May,Car,female,yes,Injured
DUBLIN,June,Car,male,no,Injured
CLARE,October,Car,female,yes,Injured
DUBLIN,April,Pedestrians,male,yes,Injured
DONEGAL,December,Car,female,no,Injured
TIPPERARY,October,Car,male,no,Injured
CORK,December,Car,female,no,Injured
DONEGAL,October,Car,female,no,Injured
LOUTH,July,Car,female,yes,Injured
WESTMEATH,June,Pedestrians,male,no,Injured
DUBLIN,April,Car,male,yes,Injured
CAVAN,February,Pedestrians,male,no,Injured
WEXFORD,January,Pedestrians,male,no,Injured
LIMERICK COUNTY,January,Car,male,no,Injured
DUBLIN,June,Cyclists,female,no,Injured
GALWAY,September,Car,female,no,Injured
KILKENNY,April,Pedestrians,male,no,Injured
DUBLIN,December,Car,male,no,Injured
TIPPERARY,May,Pedestrians,female,yes,Injured
MAYO,July,Cyclists,male,no,Injured
WEXFORD,July,Car,female,no,Injured
DUBLIN,July,Car,male,no,Injured
WEXFORD,April,Pedestrians,male,no,Injured
GALWAY,March,Car,male,no,Injured
LIMERICK COUNTY,February,Car,female,no,Injured
MAYO,June,Car,female,no,Injured
OFFALY,May,Car,female,no,Injured
DUBLIN,August,Motorbike,female,no,Injured
DUBLIN,March,Car,male,no,Injured
OFFALY,August,Pedestrians,male,no,Injured
MAYO,August,Cyclists,male,no,Injured
WEXFORD,March,Motorbike,female,no,Injured
WICKLOW,July,Cyclists,male,yes,Injured
DONEGAL,May,Car,male,no,Injured
DUBLIN,March,Car,female,no,Injured
LOUTH,September,Motorbike,male,yes,Injured
MAYO,May,Car,female,yes,Injured
KILKENNY,December,Car,male,no,Injured
TIPPERARY,March,Cyclists,male,yes,Injured
DUBLIN,March,Car,female,yes,Injured
DUBLIN,December,Car,male,no,Injured
GALWAY,September,Motorbike,female,yes,Injured
DUBLIN,August,Car,male,no,Injured
KERRY,November,Car,male,yes,Injured
LIMERICK COUNTY,April,Car,female,yes,Injured
DUBLIN,December,Cyclists,female,no,Injured
GALWAY,April,Car,female,yes,Injured
WICKLOW,September,Car,female,no,Injured
DUBLIN,November,Car,male,yes,Injured
CLARE,December,Cyclists,female,yes,Killed
OFFALY,October,Pedestrians,female,no,Injured
GALWAY,March,Cyclists,female,no,Injured
CLARE,December,Car,male,yes,Killed
WATERFORD,January,Pedestrians,male,no,Injured
DUBLIN,March,Pedestrians,male,yes,Injured
WESTMEATH,August,Car,female,no,Injured
DUBLIN,January,Car,male,yes,Injured
CORK,August,Pedestrians,male,no,Injured
DUBLIN,August,Car,female,yes,Injured
DUBLIN,March,Car,male,no,Injured
MEATH,November,Cyclists,male,yes,Injured
DONEGAL,December,Motorbike,female,no,Injured
DUBLIN,June,Pedestrians,male,no,Injured
TIPPERARY,August,Motorbike,female,no,Injured
KERRY,December,Car,female,no,Injured
CORK,February,Car,female,no,Injured
CAVAN,December,Car,male,yes,Injured
LOUTH,August,Car,male,no,Injured
WICKLOW,January,Car,male,no,Injured
MEATH,September,Car,male,no,Injured
MEATH,September,Car,male,no,Injured
LIMERICK COUNTY,December,Car,male,no,Injured
MONAGHAN,September,Motorbike,male,yes,Injured
CLARE,July,Pedestrians,male,no,Injured
DUBLIN,December,Pedestrians,female,no,Injured
LOUTH,September,Car,male,yes,Injured
TIPPERARY,July,Motorbike,male,yes,Killed
LIMERICK COUNTY,July,Car,male,no,Injured
CORK,January,Pedestrians,female,no,Injured
WEXFORD,August,Car,male,yes,Injured
WATERFORD,July,Car,female,no,Injured
CORK,December,Pedestrians,female,no,Injured
DONEGAL,September,Car,male,yes,Injured
DUBLIN,August,Pedestrians,female,no,Injured
MAYO,July,Car,male,no,Injured
TIPPERARY,May,Car,male,no,Injured
KILDARE,February,Motorbike,female,no,Injured
DONEGAL,December,Motorbike,male,no,Injured
DUBLIN,December,Car,male,no,Injured
CORK,March,Car,male,no,Injured
WESTMEATH,October,Car,female,no,Injured
MEATH,January,Car,male,no,Injured
GALWAY,February,Pedestrians,female,no,Injured
DUBLIN,February,Car,female,yes,Injured
CORK,August,Car,male,no,Injured
DUBLIN,November,Car,female,no,Injured
CORK,January,Car,male,yes,Injured
MEATH,October,Car,female,no,Injured
KERRY,August,Motorbike,male,no,Injured
DUBLIN,December,Car,male,no,Injured
DUBLIN,May,Car,female,no,Injured
DUBLIN,February,Car,male,no,Injured
DUBLIN,July,Car,male,no,Injured
DUBLIN,November,Cyclists,female,no,Injured
DUBLIN,April,Car,female,no,Injured
LIMERICK COUNTY,February,Pedestrians,female,no,Injured
CLARE,April,Car,female,no,Injured
DUBLIN,October,Car,female,no,Injured
MAYO,June,Car,male,yes,Injured
WEXFORD,July,Car,female,no,Injured
MONAGHAN,July,Car,female,yes,Killed
DUBLIN,July,Motorbike,male,no,Injured
DUBLIN,January,Car,male,no,Injured
DONEGAL,June,Cyclists,female,no,Injured
TIPPERARY,February,Motorbike,male,no,Killed
DUBLIN,April,Car,female,no,Injured
MEATH,March,Motorbike,male,no,Injured
DUBLIN,October,Car,male,no,Injured
CLARE,July,Cyclists,female,no,Injured
MAYO,December,Motorbike,male,no,Injured
MAYO,March,Car,male,no,Injured
CORK,November,Car,male,no,Injured
DUBLIN,March,Car,male,no,Injured
WEXFORD,December,Pedestrians,female,no,Injured
CORK,June,Car,female,no,Injured
CORK,September,Car,female,no,Injured
KILDARE,May,Car,female,yes,Injured
WESTMEATH,September,Pedestrians,male,no,Injured
CORK,January,Car,male,yes,Injured
GALWAY,May,Car,female,yes,Injured
LONGFORD,June,Car,female,yes,Injured
CORK,September,Car,female,no,Injured
CARLOW,July,Motorbike,female,yes,Injured
TIPPERARY,September,Car,male,no,Injured
CLARE,December,Pedestrians,male,no,Injured
DUBLIN,December,Car,male,no,Injured
LIMERICK COUNTY,April,Car,female,no,Injured
DUBLIN,October,Car,female,yes,Injured
CARLOW,July,Car,female,no,Injured
KILDARE,June,Car,male,no,Injured
DUBLIN,March,Car,male,no,Injured
CORK,February,Car,male,no,Injured
WICKLOW,November,Car,male,no,Injured
CORK,February,Car,female,yes,Injured
MAYO,January,Cyclists,female,no,Injured
WATERFORD,December,Car,female,no,Injured
TIPPERARY,July,Cyclists,female,no,Injured
DONEGAL,July,Car,female,no,Injured
DUBLIN,July,Car,male,yes,Injured
CAVAN,August,Pedestrians,female,no,Injured
WESTMEATH,November,Car,male,yes,Injured
TIPPERARY,August,Car,male,yes,Injured
KILKENNY,March,Car,male,no,Injured
CORK,January,Cyclists,female,no,Injured
CORK,July,Car,female,no,Injured
KILDARE,June,Motorbike,male,yes,Injured
DUBLIN,May,Pedestrians,female,yes,Injured
DUBLIN,May,Car,male,no,Injured
CORK,October,Car,male,yes,Injured
DONEGAL,April,Motorbike,male,no,Injured
GALWAY,August,Car,female,yes,Injured
GALWAY,February,Car,male,no,Killed
GALWAY,October,Car,female,yes,Injured
WICKLOW,September,Car,male,yes,Injured
CORK,October,Car,female,yes,Injured
MEATH,July,Car,female,no,Injured
MONAGHAN,October,Car,female,no,Injured
KILDARE,December,Car,female,no,Injured
GALWAY,October,Car,male,yes,Injured
WATERFORD,September,Car,male,yes,Injured
ROSCOMMON,September,Car,male,no,Injured
CLARE,September,Pedestrians,male,yes,Injured
WEXFORD,May,Car,female,no,Injured
CARLOW,April,Car,male,yes,Injured
KILDARE,September,Car,male,no,Injured
KILDARE,April,Motorbike,male,no,Injured
ROSCOMMON,July,Car,female,no,Injured
DUBLIN,May,Cyclists,female,no,Injured
CORK,June,Car,female,yes,Injured
KILDARE,November,Motorbike,male,no,Injured
CAVAN,December,Car,male,no,Injured
DUBLIN,December,Car,female,no,Injured
WICKLOW,October,Car,male,yes,Injured
TIPPERARY,October,Car,male,yes,Injured
CORK,April,Car,male,no,Injured
MONAGHAN,December,Car,male,no,Injured
OFFALY,November,Car,male,no,Injured
WESTMEATH,November,Car,male,no,Injured
DUBLIN,March,Car,male,no,Injured
GALWAY,April,Car,female,yes,Injured
ROSCOMMON,January,Cyclists,male,no,Injured
LIMERICK COUNTY,July,Car,male,yes,Injured
KILDARE,December,Car,female,no,Injured
LIMERICK COUNTY,August,Pedestrians,female,no,Injured
DUBLIN,January,Cyclists,female,no,Injured
CAVAN,April,Pedestrians,male,no,Injured
MAYO,May,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
DUBLIN,May,Cyclists,female,yes,Injured
KILKENNY,January,Cyclists,male,no,Injured
LIMERICK COUNTY,November,Pedestrians,male,no,Injured
DONEGAL,August,Car,female,yes,Injured
ROSCOMMON,March,Car,male,yes,Injured
DUBLIN,May,Car,male,no,Killed
LAOIS,September,Car,male,yes,Injured
WEXFORD,June,Car,male,yes,Injured
KILDARE,March,Pedestrians,male,yes,Injured
DUBLIN,August,Car,female,no,Injured
LAOIS,December,Car,female,no,Injured
GALWAY,June,Car,male,no,Injured
DUBLIN,June,Car,male,no,Injured
MAYO,November,Car,female,yes,Injured
WESTMEATH,October,Car,male,no,Injured
GALWAY,January,Car,female,no,Injured
CORK,March,Car,male,yes,Injured
KILDARE,January,Car,male,no,Injured
DUBLIN,October,Cyclists,male,no,Injured
CLARE,September,Car,male,no,Injured
MEATH,December,Car,male,yes,Injured
DUBLIN,January,Car,female,no,Injured
MEATH,February,Car,male,no,Injured
GALWAY,October,Car,male,no,Injured
DUBLIN,August,Car,female,no,Injured
DUBLIN,July,Car,male,no,Injured
CLARE,April,Car,male,no,Injured
KERRY,April,Pedestrians,male,yes,Injured
ROSCOMMON,August,Car,male,yes,Injured
CORK,September,Car,male,yes,Injured
CORK,May,Car,male,yes,Injured
KERRY,October,Car,female,no,Injured
LIMERICK COUNTY,July,Car,male,no,Injured
LOUTH,January,Car,male,no,Injured
DUBLIN,January,Car,male,yes,Injured
CLARE,June,Car,male,yes,Injured
DUBLIN,October,Car,female,yes,Injured
DUBLIN,September,Pedestrians,male,no,Injured
CARLOW,March,Car,male,yes,Injured
LONGFORD,April,Car,female,yes,Injured
WEXFORD,November,Car,female,no,Injured
DUBLIN,October,Cyclists,female,no,Injured
DUBLIN,October,Car,female,yes,Injured
KILDARE,February,Car,female,no,Injured
SLIGO,June,Motorbike,male,no,Injured
MONAGHAN,October,Car,female,yes,Injured
LONGFORD,October,Car,male,yes,Injured
DUBLIN,August,Car,female,no,Injured
LONGFORD,December,Car,male,no,Injured
DUBLIN,August,Car,female,yes,Injured
DUBLIN,February,Car,male,no,Injured
MEATH,August,Pedestrians,male,no,Injured
WESTMEATH,December,Car,male,yes,Injured
DONEGAL,January,Car,male,no,Injured
DUBLIN,August,Cyclists,male,no,Injured
CARLOW,March,Cyclists,female,no,Injured
DUBLIN,September,Pedestrians,male,yes,Injured
DONEGAL,January,Car,female,yes,Injured
LIMERICK COUNTY,October,Car,male,no,Injured
LOUTH,October,Car,female,no,Injured
CORK,November,Car,female,no,Injured
CORK,June,Car,male,no,Injured
WATERFORD,November,Car,male,no,Injured
DUBLIN,January,Pedestrians,male,no,Injured
KERRY,June,Pedestrians,female,yes,Injured
WEXFORD,October,Cyclists,male,yes,Injured
MEATH,November,Car,male,yes,Injured
DUBLIN,March,Car,female,no,Injured
CORK,March,Car,male,yes,Injured
KERRY,September,Motorbike,male,yes,Injured
DUBLIN,July,Motorbike,female,no,Injured
CAVAN,January,Motorbike,female,no,Injured
MEATH,November,Car,male,no,Injured
DUBLIN,January,Car,female,no,Injured
KILDARE,November,Car,male,no,Injured
MEATH,June,Car,male,no,Injured
WEXFORD,July,Cyclists,male,no,Injured
KILKENNY,April,Car,male,no,Injured
DUBLIN,May,Car,female,yes,Injured
CORK,June,Pedestrians,male,no,Injured
CORK,February,Car,female,no,Injured
DUBLIN,July,Car,female,yes,Injured
LIMERICK COUNTY,December,Car,female,no,Injured
LOUTH,November,Car,female,no,Injured
DONEGAL,April,Car,female,no,Injured
CORK,March,Cyclists,male,yes,Injured
DUBLIN,August,Pedestrians,male,no,Injured
KERRY,July,Cyclists,female,yes,Injured
MEATH,April,Car,male,no,Injured
KERRY,November,Car,female,no,Injured
DUBLIN,August,Car,male,yes,Injured
LAOIS,September,Car,male,no,Injured
DUBLIN,May,Car,female,no,Injured
LIMERICK COUNTY,January,Car,female,no,Injured
SLIGO,April,Car,male,yes,Injured
LEITRIM,May,Car,male,yes,Injured
KILDARE,July,Car,male,no,Injured
DUBLIN,May,Car,male,no,Injured
TIPPERARY,December,Car,male,yes,Injured
WICKLOW,January,Car,male,yes,Injured
MEATH,June,Car,male,no,Killed
KILDARE,August,Car,male,yes,Injured
CORK,October,Car,female,no,Injured
DUBLIN,November,Car,female,yes,Injured
DUBLIN,October,Motorbike,female,no,Injured
DUBLIN,October,Cyclists,male,no,Injured
DUBLIN,March,Cyclists,female,no,Killed
KILKENNY,March,Car,male,no,Injured
DUBLIN,September,Car,female,yes,Injured
DUBLIN,September,Pedestrians,female,no,Injured
CORK,January,Car,female,yes,Injured
DUBLIN,October,Car,female,no,Injured
GALWAY,August,Pedestrians,male,no,Injured
GALWAY,May,Cyclists,female,no,Killed
WICKLOW,December,Car,male,no,Injured
WICKLOW,July,Car,male,yes,Injured
DUBLIN,July,Car,male,yes,Injured
WICKLOW,May,Car,female,yes,Injured
DUBLIN,March,Cyclists,female,no,Injured
KERRY,June,Car,male,yes,Injured
DUBLIN,August,Car,male,no,Injured
WEXFORD,March,Car,male,yes,Injured
ROSCOMMON,April,Car,female,yes,Injured
DUBLIN,December,Car,female,no,Injured
DUBLIN,November,Car,male,no,Injured
CORK,September,Car,male,yes,Injured
KERRY,November,Motorbike,male,no,Injured
MONAGHAN,December,Cyclists,female,no,Injured
CLARE,September,Pedestrians,male,no,Injured
DONEGAL,February,Cyclists,female,no,Injured
WICKLOW,April,Car,female,yes,Injured
WEXFORD,January,Pedestrians,male,yes,Injured
KILDARE,January,Pedestrians,male,yes,Injured
LIMERICK COUNTY,October,Car,male,no,Injured
DUBLIN,September,Car,female,yes,Injured
WEXFORD,August,Pedestrians,male,yes,Injured
LIMERICK COUNTY,January,Car,female,no,Injured
LIMERICK COUNTY,March,Car,female,no,Injured
CARLOW,September,Car,female,no,Injured
TIPPERARY,August,Car,female,no,Injured
MEATH,March,Car,male,no,Injured
LONGFORD,October,Car,male,no,Injured
MAYO,January,Car,male,no,Injured
CORK,October,Cyclists,male,yes,Injured
MAYO,February,Car,male,no,Injured
CORK,April,Car,male,yes,Injured
LOUTH,April,Car,female,yes,Injured
CARLOW,December,Car,male,no,Injured
MEATH,April,Car,male,yes,Injured
GALWAY,July,Cyclists,male,no,Injured
DONEGAL,February,Car,female,no,Injured
MAYO,March,Car,female,no,Injured
DUBLIN,February,Car,male,no,Injured
TIPPERARY,June,Cyclists,female,yes,Injured
DONEGAL,December,Car,female,yes,Injured
WEXFORD,June,Car,male,no,Injured
WICKLOW,May,Cyclists,male,no,Injured
DUBLIN,November,Cyclists,male,no,Injured
TIPPERARY,November,Car,male,no,Injured
SLIGO,July,Car,female,no,Injured
DUBLIN,November,Pedestrians,male,no,Injured
DUBLIN,November,Car,female,no,Injured
DUBLIN,December,Car,male,no,Injured
WICKLOW,December,Car,female,no,Injured
DUBLIN,October,Cyclists,female,no,Injured
WESTMEATH,July,Car,female,no,Injured
DUBLIN,June,Motorbike,male,no,Injured
WEXFORD,January,Car,female,no,Injured
SLIGO,April,Pedestrians,male,no,Injured
CORK,June,Car,male,yes,Injured
KILDARE,August,Car,female,yes,Injured
LIMERICK COUNTY,October,Car,male,yes,Injured
DUBLIN,September,Pedestrians,male,no,Injured
CARLOW,December,Car,female,yes,Injured
DUBLIN,January,Car,male,no,Injured
SLIGO,March,Car,male,no,Injured
CORK,March,Car,female,no,Injured
CORK,December,Car,male,no,Injured
LOUTH,December,Pedestrians,male,no,Injured
GALWAY,December,Car,female,no,Injured
GALWAY,May,Pedestrians,female,yes,Injured
DUBLIN,August,Car,male,no,Injured
KILKENNY,April,Pedestrians,male,yes,Injured
SLIGO,December,Pedestrians,female,no,Injured
DUBLIN,July,Pedestrians,male,no,Injured
SLIGO,April,Pedestrians,male,no,Injured
DUBLIN,February,Cyclists,male,no,Injured
GALWAY,October,Car,male,yes,Injured
MAYO,December,Car,male,yes,Injured
DUBLIN,March,Car,male,no,Injured
WESTMEATH,January,Pedestrians,female,no,Injured
LOUTH,August,Car,female,no,Injured
LAOIS,May,Pedestrians,male,yes,Injured
DUBLIN,March,Pedestrians,male,no,Injured
LOUTH,March,Car,male,no,Injured
DUBLIN,June,Motorbike,male,no,Injured
OFFALY,August,Car,male,no,Injured
CARLOW,August,Motorbike,female,yes,Injured
CORK,December,Car,female,no,Injured
KILDARE,January,Motorbike,male,yes,Injured
LOUTH,April,Cyclists,male,no,Injured
GALWAY,July,Car,male,yes,Injured
TIPPERARY,July,Car,male,yes,Injured
WICKLOW,September,Car,female,no,Killed
GALWAY,March,Car,male,no,Injured
MEATH,January,Car,female,no,Injured
GALWAY,July,Car,male,no,Injured
LIMERICK COUNTY,January,Cyclists,male,yes,Injured
DUBLIN,January,Car,female,no,Injured
CORK,November,Cyclists,male,no,Injured
WICKLOW,April,Motorbike,female,no,Injured
OFFALY,May,Car,male,yes,Injured
DUBLIN,May,Pedestrians,female,no,Injured
KILDARE,April,Car,female,no,Injured
DUBLIN,November,Car,female,no,Injured
CORK,October,Pedestrians,male,no,Injured
DUBLIN,January,Car,male,no,Injured
DUBLIN,March,Car,male,yes,Injured
CAVAN,October,Car,male,no,Injured
DUBLIN,July,Pedestrians,female,no,Injured
WESTMEATH,February,Pedestrians,male,no,Injured
ROSCOMMON,October,Car,female,yes,Injured
KILDARE,July,Car,female,yes,Injured
DUBLIN,February,Car,female,no,Injured
DUBLIN,October,Car,male,no,Injured
WEXFORD,May,Cyclists,male,no,Injured
KILDARE,April,Pedestrians,male,no,Injured
DUBLIN,March,Pedestrians,male,no,Injured
DUBLIN,May,Car,female,no,Injured
WEXFORD,September,Car,male,no,Injured
DUBLIN,March,Motorbike,female,no,Injured
CORK,April,Cyclists,male,yes,Injured
DONEGAL,June,Car,female,no,Injured
MEATH,June,Car,female,no,Injured
LOUTH,August,Pedestrians,male,yes,Killed
DUBLIN,May,Car,female,no,Injured
MONAGHAN,December,Car,female,yes,Injured
KERRY,May,Car,female,no,Injured
DUBLIN,September,Car,male,yes,Injured
CORK,September,Cyclists,male,no,Injured
TIPPERARY,January,Pedestrians,male,no,Injured
DUBLIN,August,Pedestrians,female,no,Injured
KILKENNY,March,Car,male,no,Injured
WICKLOW,November,Car,male,yes,Injured
DONEGAL,November,Pedestrians,male,no,Injured
WEXFORD,December,Cyclists,male,yes,Injured
LIMERICK COUNTY,June,Car,male,no,Injured
CORK,November,Car,male,no,Injured
MEATH,February,Pedestrians,female,yes,Injured
WEXFORD,June,Car,male,yes,Injured
KILDARE,December,Car,female,no,Injured
LONGFORD,November,Car,female,yes,Injured
CAVAN,October,Car,female,yes,Injured
WICKLOW,December,Pedestrians,male,yes,Injured
DUBLIN,February,Cyclists,female,yes,Injured
CAVAN,August,Car,female,no,Injured
OFFALY,October,Cyclists,female,no,Injured
WICKLOW,November,Car,male,yes,Injured
MAYO,September,Pedestrians,male,no,Injured
CARLOW,August,Car,male,yes,Injured
CORK,March,Pedestrians,male,no,Injured
KILDARE,November,Car,male,no,Injured
DUBLIN,April,Car,male,yes,Injured
TIPPERARY,September,Car,female,yes,Killed
TIPPERARY,February,Cyclists,male,no,Injured
WICKLOW,January,Car,male,yes,Injured
LOUTH,October,Pedestrians,male,no,Injured
TIPPERARY,June,Car,female,yes,Injured
DUBLIN,May,Car,male,yes,Injured
CORK,May,Car,male,yes,Injured
TIPPERARY,January,Car,male,yes,Injured
DUBLIN,August,Car,male,no,Injured
DUBLIN,December,Car,female,no,Injured
LIMERICK COUNTY,September,Pedestrians,female,no,Injured
KILKENNY,March,Motorbike,female,yes,Injured
DUBLIN,December,Car,male,yes,Injured
DUBLIN,May,Pedestrians,female,yes,Injured
CORK,January,Car,female,yes,Injured
KERRY,December,Car,female,no,Injured
DUBLIN,January,Motorbike,female,no,Injured
MEATH,February,Car,female,yes,Injured
LIMERICK COUNTY,June,Car,male,no,Injured
CORK,April,Pedestrians,male,no,Injured
WICKLOW,June,Car,female,no,Injured
MEATH,August,Car,female,yes,Injured
DUBLIN,May,Car,male,yes,Injured
CLARE,February,Cyclists,male,no,Injured
GALWAY,October,Cyclists,female,no,Injured
DUBLIN,March,Pedestrians,female,no,Injured
KERRY,June,Pedestrians,female,no,Injured
LIMERICK COUNTY,February,Motorbike,male,no,Injured
MONAGHAN,September,Car,female,no,Injured
CAVAN,April,Car,male,no,Injured
LOUTH,May,Motorbike,female,no,Injured
DUBLIN,October,Car,male,no,Injured
WICKLOW,September,Pedestrians,male,no,Injured
SLIGO,November,Car,male,no,Injured
KILDARE,June,Pedestrians,female,no,Injured
KILKENNY,February,Car,female,no,Injured
